#TYPE Selected.Microsoft.DnsClient.Commands.DnsRecord_A
"Name","IP_1","IP_2","IP_3","IP_4","IP_5","IP_6","IP_7","IP_8","IP_9","IP_10"
"redbarngrandfalls.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"radiolabbrandsource.com","52.2.161.18","54.175.34.93","","","","","","","",""
"quicksilver-audio.com","52.2.161.18","54.175.34.93","","","","","","","",""
"qualitymaytagaz.com","52.2.161.18","54.175.34.93","","","","","","","",""
"radtkeappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"rawlsfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"randbshomesource.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ralins.com","52.2.161.18","54.175.34.93","","","","","","","",""
"richstv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"richardsappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"richardappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ricksappliancemora.com","52.2.161.18","54.175.34.93","","","","","","","",""
"rivappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"riestersappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ricksappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"refinedsystems.com","52.2.161.18","54.175.34.93","","","","","","","",""
"reesepropane.com","52.2.161.18","54.175.34.93","","","","","","","",""
"reedsappliancelapeer.com","52.2.161.18","54.175.34.93","","","","","","","",""
"reids.furniture","52.2.161.18","54.175.34.93","","","","","","","",""
"ricesflorida.com","52.2.161.18","54.175.34.93","","","","","","","",""
"rettigfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"renaudsfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"qualitymaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"peoriafurniturestore.com","52.2.161.18","54.175.34.93","","","","","","","",""
"peoplesappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"pearlsfurniture.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"perpichtv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"pieratts.com","15.197.221.21","3.33.228.28","","","","","","","",""
"phillipsbrandsource.com","52.2.161.18","54.175.34.93","","","","","","","",""
"pflanzzone.com","52.2.161.18","54.175.34.93","","","","","","","",""
"parrafurnitureandappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"parkshomefurnishings.com","52.2.161.18","54.175.34.93","","","","","","","",""
"parkhomestores.com","15.197.221.21","3.33.228.28","","","","","","","",""
"pattersonsappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"paulsenappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"patzersmarshall.com","52.2.161.18","54.175.34.93","","","","","","","",""
"pattonshomefurnishing.com","52.2.161.18","54.175.34.93","","","","","","","",""
"pruitts.com","52.2.161.18","54.175.34.93","","","","","","","",""
"proave.com","52.2.161.18","54.175.34.93","","","","","","","",""
"primetimeav.com","15.197.221.21","3.33.228.28","","","","","","","",""
"qualityappliancemn.com","52.2.161.18","54.175.34.93","","","","","","","",""
"qualitymattressor.com","15.197.221.21","3.33.228.28","","","","","","","",""
"qualityautosound.com","52.2.161.18","54.175.34.93","","","","","","","",""
"qualityappliancewaitepark.com","52.2.161.18","54.175.34.93","","","","","","","",""
"plazaelectronicsandappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"plazaappliancemart.com","52.2.161.18","54.175.34.93","","","","","","","",""
"pioneertvandappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"plazatv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"primeappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"premierapplianceinc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"precisioncell.com","52.2.161.18","54.175.34.93","","","","","","","",""
"robysfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sihometheater.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sierramattresscompany.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sidesfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"simply-appliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"skaggsinc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sitzmansmaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sisterskamloops.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"shopnielsens.com","52.2.161.18","54.175.34.93","","","","","","","",""
"shopmattressdiscount.com","52.2.161.18","54.175.34.93","","","","","","","",""
"shophicksmaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"shoptimberline.com","52.2.161.18","54.175.34.93","","","","","","","",""
"shuees.com","52.2.161.18","54.175.34.93","","","","","","","",""
"shopweberbrothers.com","52.2.161.18","54.175.34.93","","","","","","","",""
"shoptomsonline.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sofasunlimited.com","52.2.161.18","54.175.34.93","","","","","","","",""
"smittysfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"smithsapplianceandparts.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sonnysappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"spadonis.com","52.2.161.18","54.175.34.93","","","","","","","",""
"southwestapplianceinc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sound-world.net","52.2.161.18","54.175.34.93","","","","","","","",""
"sleepncomfort.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"sleepbettermattressstore.com","15.197.221.21","3.33.228.28","","","","","","","",""
"slagerappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sleepshopinc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"smithsalesfam.com","52.2.161.18","54.175.34.93","","","","","","","",""
"smartautomationsolutions.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sleepshoptexas.com","52.2.161.18","54.175.34.93","","","","","","","",""
"shophalvorsonco.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sabersecurityinc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"rustmaytagapplianceandwaterconditioning.com","52.2.161.18","54.175.34.93","","","","","","","",""
"russellsapplianceandelectronics.com","52.2.161.18","54.175.34.93","","","","","","","",""
"samaritanappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"saskatoonappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sandstvandappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"samsfurniture.com","15.197.221.21","3.33.228.28","","","","","","","",""
"rombergerfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"rogersaltamont.com","52.2.161.18","54.175.34.93","","","","","","","",""
"rodenbaughs.com","52.2.161.18","54.175.34.93","","","","","","","",""
"rossappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ruffonis.com","52.2.161.18","54.175.34.93","","","","","","","",""
"rtappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"roszellsfurnishings.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sheehanappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"shanleysonline.com","52.2.161.18","54.175.34.93","","","","","","","",""
"sfxav.com","52.2.161.18","54.175.34.93","","","","","","","",""
"shopac.com","52.2.161.18","54.175.34.93","","","","","","","",""
"shopgeorges.com","52.2.161.18","54.175.34.93","","","","","","","",""
"shopbecks.com","52.2.161.18","54.175.34.93","","","","","","","",""
"shopbaldwins.com","52.2.161.18","54.175.34.93","","","","","","","",""
"schroedersappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"schroederfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"savmart.net","52.2.161.18","54.175.34.93","","","","","","","",""
"schultzappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"seilerappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"seidels.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"seappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourcepoulin.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourceparenteau.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourcepaquin.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourceprevost.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourcestejustine.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourcesevigny.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourcerice.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourcedion.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourcedesrochers.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourcedaigneault.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourceduhavre.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourceouellet.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourcejgr.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourcegillesboisvert.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"bushappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"busensappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"burkesbrandsource.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"bushfurniture.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"cabotbrandsource.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"buzaidappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"buy-appliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"broadwayhomecenter.com","52.2.161.18","54.175.34.93","","","","","","","",""
"broadviewappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"brappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"brookingsfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bundymaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bscculinary.com","52.2.161.18","54.175.34.93","","","","","","","",""
"brownsfurnitureolney.com","52.2.161.18","54.175.34.93","","","","","","","",""
"billsmith.com","52.2.161.18","54.175.34.93","","","","","","","",""
"billsapplianceinc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bigsandysuperstore.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bishoppsappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"blackers.com","52.2.161.18","54.175.34.93","","","","","","","",""
"blackerapplianceandfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bjorns.com","15.197.221.21","3.33.228.28","","","","","","","",""
"berkshiremattress.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bensonappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bensff.com","52.2.161.18","54.175.34.93","","","","","","","",""
"beskosappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bighfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bestdealonfurniture.com","15.197.221.21","3.33.228.28","","","","","","","",""
"bestbuyappliancestore.com","15.197.221.21","3.33.228.28","","","","","","","",""
"bozzutosfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"boyleappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"boonesmaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bradsappliances.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsourcecayman.com","52.2.161.18","54.175.34.93","","","","","","","",""
"brandsource.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bradthefurnitureking.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bobmillers.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bobburnetts.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bloomingtonfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bobsappliancessc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bonsalltv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bonanzafurniture.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"bodosappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"caldwellbrandsource.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"comfortcentersfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"comfortcenter.com","52.2.161.18","54.175.34.93","","","","","","","",""
"comancheappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"comware.com","52.2.161.18","54.175.34.93","","","","","","","",""
"contracostaappl.com","52.2.161.18","54.175.34.93","","","","","","","",""
"connecttekinfo.com","52.2.161.18","54.175.34.93","","","","","","","",""
"comwareav.com","52.2.161.18","54.175.34.93","","","","","","","",""
"colders.com","52.2.161.18","54.175.34.93","","","","","","","",""
"clovisappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"clintonappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"colemansbrandsource.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"colvilledeals.com","52.2.161.18","54.175.34.93","","","","","","","",""
"collinsappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"colesappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"crossroadsappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"creativeavandautomation.com","52.2.161.18","54.175.34.93","","","","","","","",""
"crawfordfurnitureandappliance.com","15.197.221.21","3.33.228.28","","","","","","","",""
"crownaudiovideoinc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"culliganappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"crupperscorner.com","52.2.161.18","54.175.34.93","","","","","","","",""
"crownsfurnituremattresses.com","52.2.161.18","54.175.34.93","","","","","","","",""
"countrydansfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"coolav.com","52.2.161.18","54.175.34.93","","","","","","","",""
"convergenceusa.com","52.2.161.18","54.175.34.93","","","","","","","",""
"coxnb.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"cranesmattress.com","52.2.161.18","54.175.34.93","","","","","","","",""
"craneslm.com","52.2.161.18","54.175.34.93","","","","","","","",""
"crabtreefurnitureco.com","52.2.161.18","54.175.34.93","","","","","","","",""
"carolinaapplianceandfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"carmonasappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"carlsappliance.net","52.2.161.18","54.175.34.93","","","","","","","",""
"carolinacustomsound.com","52.2.161.18","54.175.34.93","","","","","","","",""
"cbdappliancesonline.com","52.2.161.18","54.175.34.93","","","","","","","",""
"cbbrownonline.com","52.2.161.18","54.175.34.93","","","","","","","",""
"cazins.com","52.2.161.18","54.175.34.93","","","","","","","",""
"cancliniappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"camdenappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"caldwellsaf.com","52.2.161.18","54.175.34.93","","","","","","","",""
"candjelectric.com","52.2.161.18","54.175.34.93","","","","","","","",""
"careys-electronics.com","52.2.161.18","54.175.34.93","","","","","","","",""
"canyonstreetfurniture.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"canhammaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"christinahomefurnishings.com","52.2.161.18","54.175.34.93","","","","","","","",""
"christiesappliancetucson.com","52.2.161.18","54.175.34.93","","","","","","","",""
"christensenshomefurnishings.com","52.2.161.18","54.175.34.93","","","","","","","",""
"citymattressoutlet.com","52.2.161.18","54.175.34.93","","","","","","","",""
"classicstereo.tv","52.2.161.18","54.175.34.93","","","","","","","",""
"classicmaytaggreenbay.com","52.2.161.18","54.175.34.93","","","","","","","",""
"clarks-appliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"centralcoastappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"centralazreserve.com","52.2.161.18","54.175.34.93","","","","","","","",""
"centerappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"champaignappliancecenter.com","52.2.161.18","54.175.34.93","","","","","","","",""
"cherinsappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"chavisfurniture.com","15.197.221.21","3.33.228.28","","","","","","","",""
"charleysappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"americanappliance-portlavacatx.com","15.197.221.21","3.33.228.28","","","","","","","",""
"altonrefrigeration.com","52.2.161.18","54.175.34.93","","","","","","","",""
"altitudeappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"americanfurnituregalleries.net","52.2.161.18","54.175.34.93","","","","","","","",""
"amundsonsappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ameublementmachabee.com","52.2.161.18","54.175.34.93","","","","","","","",""
"americanhomefm.com","52.2.161.18","54.175.34.93","","","","","","","",""
"allendaleappliances.com","15.197.221.21","3.33.228.28","","","","","","","",""
"allcapemaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"allanappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"allenhomecenterinc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"alsapplianceandtv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"allstateappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"allstarappliances.net","52.2.161.18","54.175.34.93","","","","","","","",""
"applianceliquidationoutlet.com","52.2.161.18","54.175.34.93","","","","","","","",""
"applianceleaders.com","52.2.161.18","54.175.34.93","","","","","","","",""
"appliancecityinc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"appliancemanutah.com","52.2.161.18","54.175.34.93","","","","","","","",""
"appliancesandmorellc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"applianceplusonline.com","52.2.161.18","54.175.34.93","","","","","","","",""
"appliancemartcorpuschristi.com","52.2.161.18","54.175.34.93","","","","","","","",""
"anvilcompanies.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ankenyappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"andersonappliances.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"aocolorado.com","52.2.161.18","54.175.34.93","","","","","","","",""
"applianceandelectronics.com","52.2.161.18","54.175.34.93","","","","","","","",""
"applerivertvandappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"appleappliancecenter.com","52.2.161.18","54.175.34.93","","","","","","","",""
"absoluteavdesign.com","52.2.161.18","54.175.34.93","","","","","","","",""
"abfamilyappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"abaudiovideo.com","15.197.221.21","3.33.228.28","","","","","","","",""
"accarlsons.com","52.2.161.18","54.175.34.93","","","","","","","",""
"acefurnitureyakima.com","52.2.161.18","54.175.34.93","","","","","","","",""
"accordsleep.com","52.2.161.18","54.175.34.93","","","","","","","",""
"acceptanceappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"371furniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"247salesandservice.co","52.2.161.18","54.175.34.93","","","","","","","",""
"1proappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"5starcoldlake.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"aandaappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"aaappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"a1appliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"affordablefurnishing.com","52.2.161.18","54.175.34.93","","","","","","","",""
"advancedmaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"adu.com","52.2.161.18","54.175.34.93","","","","","","","",""
"airdrieappliance.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"albertlee.biz","52.2.161.18","54.175.34.93","","","","","","","",""
"alabamaappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ajsmaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ackeretapplianceandtv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ackerappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"acemaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"actionmaytag.com","52.2.161.18","54.175.34.93","","","","","","","",""
"adependableappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"adamsfurnitureonline.com","52.2.161.18","54.175.34.93","","","","","","","",""
"activeapplianceandmattress.com","52.2.161.18","54.175.34.93","","","","","","","",""
"appliancesolutionstulsa.com","52.2.161.18","54.175.34.93","","","","","","","",""
"aztecoutlet.com","52.2.161.18","54.175.34.93","","","","","","","",""
"aztecappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"avtherapy.net","52.2.161.18","54.175.34.93","","","","","","","",""
"badeappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bandbappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bakersappliances.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"bakerbrosfurnitureandappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"avdci.com","52.2.161.18","54.175.34.93","","","","","","","",""
"avccom.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ava-nc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"avidhometheater.com","52.2.161.18","54.175.34.93","","","","","","","",""
"avspecialties.net","52.2.161.18","54.175.34.93","","","","","","","",""
"avi-utah.com","15.197.221.21","3.33.228.28","","","","","","","",""
"av-intel.com","52.2.161.18","54.175.35.93","","","","","","","",""
"bellshomefurnishings.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bekins.us","52.2.161.18","54.175.34.93","","","","","","","",""
"beesonsappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bemidjisnd.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bensappliancekitchenandbath.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bennetsappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bemisappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"barkersappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bargainsupplyappliance.com","15.197.221.21","3.33.228.28","","","","","","","",""
"barberandhaskill.com","52.2.161.18","54.175.34.93","","","","","","","",""
"barraultbrandsource.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"bedroomexpress.com","52.2.161.18","54.175.34.93","","","","","","","",""
"bearsbrandsource.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"basinappliancecenter.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ashdowns.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"arvaappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"arthurfschultz.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ashlandapplianceandmattress.com","52.2.161.18","54.175.34.93","","","","","","","",""
"associatedappliancesales.com","52.2.161.18","54.175.34.93","","","","","","","",""
"aspenapplianceandfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ashlandfurniture.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"appliancetrends.com","52.2.161.18","54.175.34.93","","","","","","","",""
"appliancestorecolumbia.com","52.2.161.18","54.175.34.93","","","","","","","",""
"appliancesolutionsusa.com","52.2.161.18","54.175.34.93","","","","","","","",""
"appliancevillagemn.com","52.2.161.18","54.175.34.93","","","","","","","",""
"arnoldsappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"arizonadiscountappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"appliance-world.com","52.2.161.18","54.175.34.93","","","","","","","",""
"audiovideoplus.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"audiovideoextremes.com","52.2.161.18","54.175.34.93","","","","","","","",""
"audiosystemsca.com","52.2.161.18","54.175.34.93","","","","","","","",""
"auraefurniture.com","15.197.221.21","3.33.228.28","","","","","","","",""
"avalonappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"automation-design.com","52.2.161.18","54.175.34.93","","","","","","","",""
"automatedlivinginc.com","52.2.161.18","54.175.34.93","","","","","","","",""
"atlasappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"atlantichome.net","52.2.161.18","54.175.34.93","","","","","","","",""
"athertonappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"audioetc.tv","52.2.161.18","54.175.34.93","","","","","","","",""
"audiointeriors.com","52.2.161.18","54.175.34.93","","","","","","","",""
"audiointegrators.com","15.197.221.21","3.33.228.28","","","","","","","",""
"audioexpress.com","52.2.161.18","54.175.34.93","","","","","","","",""
"gomattressstore.com","52.2.161.18","54.175.34.93","","","","","","","",""
"go-greenriver.com","52.2.161.18","54.175.34.93","","","","","","","",""
"gofischers.com","52.2.161.18","54.175.34.93","","","","","","","",""
"goodsoundshometheater.com","15.197.221.21","3.33.228.28","","","","","","","",""
"gormsenappliance.net","52.2.161.18","54.175.34.93","","","","","","","",""
"gordonselectricandappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"goodvibesav.com","52.2.161.18","54.175.34.93","","","","","","","",""
"ginnos.com","52.2.161.18","54.175.34.93","","","","","","","",""
"gilsgotit.com","52.2.161.18","54.175.34.93","","","","","","","",""
"gilsappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"gleesonsav.com","52.2.161.18","54.175.34.93","","","","","","","",""
"goelite.com","15.197.221.21","3.33.228.28","","","","","","","",""
"godixons.com","52.2.161.18","54.175.34.93","","","","","","","",""
"go2bunch.com","52.2.161.18","54.175.34.93","","","","","","","",""
"greemannfurniture.com","52.2.161.18","54.175.34.93","","","","","","","",""
"greatroomsgaylord.com","52.2.161.18","54.175.34.93","","","","","","","",""
"greatbendappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"greensbrandsource.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"grovestv.com","52.2.161.18","54.175.34.93","","","","","","","",""
"greersappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"greenvilleappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"gowesternliving.com","52.2.161.18","54.175.34.93","","","","","","","",""
"gowaynes.com","52.2.161.18","54.175.34.93","","","","","","","",""
"gouldsbrandsource.ca","15.197.221.21","3.33.228.28","","","","","","","",""
"grandappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"greatamericanhomestore.com","52.2.161.18","54.175.34.93","","","","","","","",""
"graysappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"grandclearance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"gilbertshardwareandappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"furnitureavehome.com","52.2.161.18","54.175.34.93","","","","","","","",""
"furnitureandrugdepot.com","15.197.221.21","3.33.228.28","","","","","","","",""
"furnishcanmore.com","52.2.161.18","54.175.34.93","","","","","","","",""
"furniturecitydesignstudio.com","52.2.161.18","54.175.34.93","","","","","","","",""
"furniturelandyuma.net","52.2.161.18","54.175.34.93","","","","","","","",""
"furnituregallery.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"huskersitnsleep.com","52.2.161.18","54.175.34.93","","","","","","","",""
"fredericksons.com","52.2.161.18","54.175.34.93","","","","","","","",""
"fraziersappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"franksappliancecenter.com","52.2.161.18","54.175.34.93","","","","","","","",""
"friedmansappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"fullerwatsonbrandsource.ca","52.2.161.18","54.175.34.93","","","","","","","",""
"fullertonappliancecenter.com","52.2.161.18","54.175.34.93","","","","","","","",""
"friedmanshomeexperience.com","52.2.161.18","54.175.34.93","","","","","","","",""
"gatewayappliance.com","15.197.221.21","3.33.228.28","","","","","","","",""
"garnerstores.com","15.197.221.21","3.33.228.28","","","","","","","",""
"ganderappliances.com","52.2.161.18","54.175.34.93","","","","","","","",""
"gcintegrations.com","52.2.161.18","54.175.34.93","","","","","","","",""
"gianellis.net","52.2.161.18","54.175.34.93","","","","","","","",""
"getanewappliance.com","52.2.161.18","54.175.34.93","","","","","","","",""
"geishomecenter.com","52.2.161.18","54.175.34.93","","","","","","","",""
